id,index,label,kind,use_scene,icon_name,flag_names,official_source,visual_family,drawing_brief,replacement_state,art_status,runtime_bitmap_symbol,runtime_encoding,acceptance_rule,official_coverage,replacement_contract
CAT-044,44,MARRON CAKE,food,snack,icon_6,['snack'],food/snack behavior reference,snack silhouette with compact object readability,Draw `MARRON CAKE` as a 16x16 snack silhouette with compact object readability matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[44],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-045,45,RICE BALL,food,meal,icon_0,[],food/snack behavior reference,meal silhouette with plate/bowl readability,Draw `RICE BALL` as a 16x16 meal silhouette with plate/bowl readability; key cue: round ball cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[45],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-046,46,SANDWICH,food,meal,icon_2,[],food/snack behavior reference,meal silhouette with plate/bowl readability,Draw `SANDWICH` as a 16x16 meal silhouette with plate/bowl readability; key cue: triangular sandwich cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[46],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-047,47,TACO,food,meal,icon_1,[],food/snack behavior reference,meal silhouette with plate/bowl readability,Draw `TACO` as a 16x16 meal silhouette with plate/bowl readability; key cue: folded shell cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[47],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-048,48,PENCIL,item,study,Pencil,['adult_only'],PENCIL,diagonal pencil silhouette,Draw `PENCIL` as a 16x16 diagonal pencil silhouette; key cue: diagonal pencil cue.,accepted_reference,official_source_override,kCatalogEntryBitmaps[48],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",PENCIL,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-049,49,PLANT,item,play,Plant,[],item/shop behavior reference,plant/pot silhouette,Draw `PLANT` as a 16x16 plant/pot silhouette; key cue: sprout/pot cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[49],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-050,50,UMBRELLA,item,play,Umbrella,"['adult_only', 'reusable']",item/shop behavior reference,item silhouette,Draw `UMBRELLA` as a 16x16 item silhouette matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[50],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-051,51,SUNGLASSES,item,play,Glasses,"['adult_only', 'reusable']",item/shop behavior reference,glasses silhouette,Draw `SUNGLASSES` as a 16x16 glasses silhouette matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[51],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-052,52,BOW,item,play,Bow,"['adult_only', 'reusable']",item/shop behavior reference,item silhouette,Draw `BOW` as a 16x16 item silhouette matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[52],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-053,53,DRUM,item,music,Drum,"['adult_only', 'reusable']",item/shop behavior reference,item silhouette,Draw `DRUM` as a 16x16 item silhouette matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[53],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-054,54,SHOVEL,item,play,Shovel,[],SHOVEL,shovel silhouette,Draw `SHOVEL` as a 16x16 shovel silhouette; key cue: shovel cue.,accepted_reference,official_source_override,kCatalogEntryBitmaps[54],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",SHOVEL,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-055,55,ROLLER BLADES,item,play,Skates,"['adult_only', 'reusable']",item/shop behavior reference,item silhouette,Draw `ROLLER BLADES` as a 16x16 item silhouette matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[55],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-056,56,BALLOON,item,play,Balloon,"['reusable', 'child_plus']",BALLOON,balloon silhouette,Draw `BALLOON` as a 16x16 balloon silhouette; key cue: balloon plus string cue.,accepted_reference,official_source_override,kCatalogEntryBitmaps[56],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",BALLOON,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-057,57,BOW TIE,item,play,BowTie,"['adult_only', 'reusable']",item/shop behavior reference,item silhouette,Draw `BOW TIE` as a 16x16 item silhouette matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[57],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-058,58,CAP,item,play,Cap,"['adult_only', 'reusable']",CAP,item silhouette,Draw `CAP` as a 16x16 item silhouette matching its gameplay/use semantic.,accepted_reference,official_source_override,kCatalogEntryBitmaps[58],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",CAP,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-059,59,MUSIC,item,music,icon_6,"['adult_only', 'reusable']",item/shop behavior reference,item silhouette,Draw `MUSIC` as a 16x16 item silhouette matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[59],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-060,60,BALL,item,play,icon_3,['reusable'],BALL,item silhouette,Draw `BALL` as a 16x16 item silhouette; key cue: round ball cue.,accepted_reference,official_source_override,kCatalogEntryBitmaps[60],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",BALL,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-061,61,TICKET 2,item,travel,icon_7,"['travel', 'adult_only']",item/shop behavior reference,item silhouette,Draw `TICKET 2` as a 16x16 item silhouette; key cue: ticket rectangle cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[61],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-062,62,ACTION FIG,item,play,Character,['reusable'],item/shop behavior reference,item silhouette,Draw `ACTION FIG` as a 16x16 item silhouette; key cue: small figure/person cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[62],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-063,63,BALLOON,item,play,Balloon,"['reusable', 'child_plus']",BALLOON,balloon silhouette,Draw `BALLOON` as a 16x16 balloon silhouette; key cue: balloon plus string cue.,accepted_reference,official_source_override,kCatalogEntryBitmaps[63],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",BALLOON,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-064,64,BLDG BLOCK,item,play,icon_4,"['reusable', 'teen_plus']",item/shop behavior reference,item silhouette,Draw `BLDG BLOCK` as a 16x16 item silhouette; key cue: stacked block cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[64],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-065,65,BOOM BOX,item,music,icon_6,['reusable'],item/shop behavior reference,item silhouette,Draw `BOOM BOX` as a 16x16 item silhouette; key cue: boombox speaker cue; box/gift cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[65],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-066,66,CHEST,item,play,Chest,[],item/shop behavior reference,treasure chest silhouette,Draw `CHEST` as a 16x16 treasure chest silhouette; key cue: treasure chest cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[66],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-067,67,DARTS,item,play,Darts,['adult_only'],item/shop behavior reference,item silhouette,Draw `DARTS` as a 16x16 item silhouette matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[67],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-068,68,DOLL 1,item,play,icon_0,['reusable'],item/shop behavior reference,item silhouette,Draw `DOLL 1` as a 16x16 item silhouette; key cue: small doll cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[68],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-069,69,FISHING POLE,item,play,Pole,[],item/shop behavior reference,item silhouette,Draw `FISHING POLE` as a 16x16 item silhouette; key cue: pole/line cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[69],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-070,70,LAMP,item,play,Lamp,['reusable'],item/shop behavior reference,lamp silhouette,Draw `LAMP` as a 16x16 lamp silhouette; key cue: lamp shade/base cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[70],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-071,71,MIRROR,item,play,Mirror,"['adult_only', 'reusable']",item/shop behavior reference,item silhouette,Draw `MIRROR` as a 16x16 item silhouette; key cue: mirror cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[71],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-072,72,MUSIC DISC,item,music,icon_6,[],item/shop behavior reference,item silhouette,Draw `MUSIC DISC` as a 16x16 item silhouette; key cue: disc/ring cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[72],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-073,73,PHONOGRAPH,item,music,Phonograph,['reusable'],item/shop behavior reference,item silhouette,Draw `PHONOGRAPH` as a 16x16 item silhouette matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[73],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-074,74,RC CAR 1,item,play,Car,"['adult_only', 'reusable']",item/shop behavior reference,item silhouette,Draw `RC CAR 1` as a 16x16 item silhouette; key cue: car body and wheel cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[74],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-075,75,RC CAR 2,item,play,Car,"['adult_only', 'reusable']",item/shop behavior reference,item silhouette,Draw `RC CAR 2` as a 16x16 item silhouette; key cue: car body and wheel cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[75],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-076,76,ROPE,item,play,icon_5,"['reusable', 'teen_plus']",item/shop behavior reference,item silhouette,Draw `ROPE` as a 16x16 item silhouette; key cue: looped rope cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[76],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-077,77,SHIRT,item,play,Shirt,"['adult_only', 'reusable']",item/shop behavior reference,item silhouette,Draw `SHIRT` as a 16x16 item silhouette matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[77],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-078,78,SHOES,item,play,Shoes,['adult_only'],item/shop behavior reference,item silhouette,Draw `SHOES` as a 16x16 item silhouette matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[78],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-079,79,THRONE,item,play,Throne,"['adult_only', 'reusable']",item/shop behavior reference,item silhouette,Draw `THRONE` as a 16x16 item silhouette matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[79],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-080,80,TICKET 1,item,travel,icon_7,"['travel', 'adult_only']",item/shop behavior reference,item silhouette,Draw `TICKET 1` as a 16x16 item silhouette; key cue: ticket rectangle cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[80],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-081,81,TICKET 3,item,travel,icon_7,"['travel', 'adult_only']",item/shop behavior reference,item silhouette,Draw `TICKET 3` as a 16x16 item silhouette; key cue: ticket rectangle cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[81],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-082,82,TICKET 4,item,travel,icon_7,"['travel', 'adult_only']",item/shop behavior reference,item silhouette,Draw `TICKET 4` as a 16x16 item silhouette; key cue: ticket rectangle cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[82],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-083,83,TICKET 5,item,travel,icon_7,"['travel', 'adult_only']",item/shop behavior reference,item silhouette,Draw `TICKET 5` as a 16x16 item silhouette; key cue: ticket rectangle cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[83],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-084,84,TRUMPET,item,music,icon_6,"['adult_only', 'reusable']",TRUMPET,item silhouette,Draw `TRUMPET` as a 16x16 item silhouette; key cue: trumpet/horn cue.,accepted_reference,official_source_override,kCatalogEntryBitmaps[84],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",TRUMPET,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-085,85,TURKEY,food,meal,Tv,[],food/snack behavior reference,TV/screen silhouette,Draw `TURKEY` as a 16x16 TV/screen silhouette; key cue: holiday roast cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[85],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-086,86,WHOLE CAKE,food,snack,Weights,['snack'],food/snack behavior reference,barbell/weights silhouette,Draw `WHOLE CAKE` as a 16x16 barbell/weights silhouette matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[86],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-087,87,YOGURT,food,snack,Wig,['snack'],food/snack behavior reference,hair/wig silhouette,Draw `YOGURT` as a 16x16 hair/wig silhouette; key cue: small cup/container cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[87],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-088,88,TV,item,study,Tv,"['adult_only', 'reusable']",item/shop behavior reference,TV/screen silhouette,Draw `TV` as a 16x16 TV/screen silhouette; key cue: screen cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[88],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-089,89,WEIGHTS,item,play,Weights,"['adult_only', 'reusable']",item/shop behavior reference,barbell/weights silhouette,Draw `WEIGHTS` as a 16x16 barbell/weights silhouette; key cue: barbell cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[89],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
